0.000000 0.000000
0.307487 0.000000
0.718583 0.000000
0.983289 0.000000
1.381016 0.000000
4.949866 0.000000
9.041444 0.000000
18.324198 0.000000
29.709225 0.000000
0.983289 0.000000

0.000529 0.000111
-0.271152 0.329913
-0.200878 0.696669
0.249358 -0.964102
-1.518889 0.652212
4.449799 2.223830
8.888347 1.699993
18.286882 1.193796
29.695032 0.922213
-2.008520 4.130048

0.001993 0.000661
-0.403640 -0.201620
-0.626662 -0.366579
-0.861655 -0.532010
0.616623 -1.316160
3.062307 4.006289
8.435172 3.342986
18.175113 2.382758
29.652467 1.843549
-4.861479 6.396510

0.004099 0.001968
0.228427 -0.230629
0.517615 -0.502761
-0.775637 0.649143
-0.455097 1.486396
1.085355 5.022670
7.699627 4.874582
17.989417 3.562069
29.581575 2.763133
-7.465503 8.316485

0.006474 0.004193
-0.073676 0.386307
0.343739 0.641766
0.391603 0.920000
-0.802153 -1.360889
-1.091747 5.127720
6.709668 6.245606
17.730651 4.726960
29.482426 3.680087
-9.931250 10.080059

0.008742 0.007322
-0.455663 -0.027798
-0.701089 0.171974
0.981327 -0.138527
0.943582 1.080322
-3.084039 4.354017
5.501769 7.414230
17.399996 5.872736
29.355116 4.593539
-12.307447 11.752233

0.010587 0.011198
0.040418 -0.347626
0.027022 -0.712123
0.117790 -0.981201
-1.621936 -0.311510
-4.575520 2.871897
4.118828 8.347413
16.998946 6.994806
29.199768 5.502618
-14.620228 13.363709

0.011789 0.015568
0.140840 0.339882
0.696552 0.234257
-0.918700 -0.392115
1.335103 -0.397723
-5.350158 0.940759
2.607911 9.021648
16.529301 8.088710
29.016533 6.406458
-16.885416 14.931638

0.012234 0.020152
-0.430357 0.158723
-0.388633 0.626034
-0.668119 0.768845
-1.320059 0.969499
-5.301965 -1.132805
1.018042 9.423080
15.993157 9.150136
28.805587 7.304200
-19.113393 16.466657

0.011905 0.024657
-0.169936 -0.332946
-0.478677 -0.512006
0.525160 0.872720
0.261580 -1.441753
-4.436873 -3.028398
-0.601781 9.547113
15.392891 10.174949
28.567132 8.194988
-21.311374 17.975845

0.010909 0.028780
0.292700 0.172024
0.652552 -0.295901
0.951615 -0.259879
-0.072426 1.544875
-2.873019 -4.442198
-2.204230 9.397644
14.731147 11.159207
28.301401 9.077976
-23.484597 19.464170

0.009459 0.032278
-0.333811 0.319411
0.139105 0.743332
-0.027075 -0.967697
-1.103783 -1.138220
-0.838907 -5.121594
-3.744943 8.986086
14.010820 12.099178
28.008649 9.952324
-25.637001 20.935260

0.007846 0.034996
-0.341841 -0.224629
-0.718998 -0.017851
-0.971043 -0.239699
1.191597 0.781987
1.338311 -4.908902
-5.183456 8.330284
13.235036 12.991358
27.689160 10.817201
-27.771625 22.391851

0.006427 0.036915
0.296568 -0.068531
0.239298 -0.646479
-0.560856 0.872172
-1.660669 0.058805
3.267795 -3.790810
-6.483833 7.453442
12.407130 13.832481
27.343244 11.671784
-29.890874 23.836064

0.005564 0.038188
-0.173146 0.416337
0.592090 0.454996
0.636171 0.800475
1.162239 -0.754342
4.564862 -1.935634
-7.615059 6.383106
11.530628 14.619532
26.971233 12.515261
-31.996680 25.269574

0.005528 0.039140
-0.440352 -0.065647
-0.558267 0.499166
0.893966 -0.385953
-1.072015 1.237964
4.949340 0.312662
-8.551240 5.150249
10.609223 15.349752
26.573485 13.346828
-34.090627 26.693732

0.006385 0.040187
0.148732 -0.259495
-0.301557 -0.617015
-0.173152 -0.946663
-0.125367 -1.477385
4.335295 2.506060
-9.271693 3.788462
9.646749 16.020646
26.150381 14.165696
-36.174027 28.109643

0.007999 0.041719
0.032396 0.420254
0.717536 -0.072382
-1.000025 -0.094426
0.305780 1.494233
2.861159 4.212260
-9.760956 2.333250
8.647160 16.629993
25.702328 14.971087
-38.247979 29.518225

0.010068 0.044027
-0.451195 0.114598
-0.079900 0.762752
-0.432761 0.949101
-1.349744 -0.869925
0.840643 5.126265
-10.008760 0.821417
7.614505 17.175852
25.229757 15.762240
-40.313417 30.920246

0.012213 0.047225
-0.062692 -0.316478
-0.666051 -0.218377
0.746600 0.707499
1.349387 0.409197
-1.333516 5.124749
-10.009996 -0.709481
6.552920 17.656579
24.733123 16.538405
-42.371138 32.316359

0.014074 0.051249
0.228267 0.313515
0.441647 -0.528772
0.830949 -0.501059
-1.608387 0.417089
-3.282122 4.258418
-9.764695 -2.221643
5.466609 18.070813
24.212906 17.298847
-44.421830 33.707120

0.015367 0.055906
-0.381646 0.289777
0.448644 0.631767
-0.303591 -0.897584
0.912495 -1.053067
-4.699707 2.709985
-9.278019 -3.677508
4.359820 18.417472
23.669606 18.042845
-46.466093 35.093010

0.015897 0.060935
-0.257700 -0.246310
-0.659666 0.333393
-1.001443 0.065906
-0.750703 1.445621
-5.382479 0.746089
-8.560269 -5.040252
3.236825 18.695749
23.103745 18.769694
-48.504448 36.474448

0.015568 0.066036
0.323977 0.106079
-0.081535 -0.651695
-0.293941 1.022553
-0.490450 -1.408104
-5.237138 -1.323402
-7.626896 -6.274316
2.101894 18.905100
22.515866 19.478708
-50.537359 37.851798

0.014410 0.070886
-0.247931 0.425157
0.725019 0.178079
0.836777 0.614889
0.672800 1.361261
-4.282608 -3.178175
-6.498476 -7.346001
0.959284 19.045251
21.906533 20.169215
-52.565231 39.225381

0.012567 0.075199
-0.395444 -0.097057
-0.288830 0.735505
0.740295 -0.592485
-1.525397 -0.536823
-2.650364 -4.518230
-5.200660 -8.224222
-0.186787 19.116188
21.276329 20.840565
-54.588429 40.595482

0.010269 0.078729
0.250323 -0.120999
-0.558100 -0.375561
-0.441508 -0.821989
1.390552 0.024766
-0.581798 -5.099699
-3.764166 -8.881457
-1.332143 19.118151
20.625861 21.492125
-56.607276 41.962354

0.007844 0.081327
-0.068735 0.482563
0.590249 -0.341153
-0.998803 0.227287
-1.491695 0.773084
1.585970 -4.779731
-2.224769 -9.294656
-2.472677 19.051630
19.955751 22.123283
-58.622064 43.326222

0.005681 0.082999
-0.456077 0.082582
0.245294 0.764118
-0.164058 1.071479
0.575664 -1.258270
3.459148 -3.565359
-0.622920 -9.446045
-3.604353 18.917354
19.266644 22.733445
-60.633054 44.687289

0.004156 0.083931
0.048391 -0.254776
-0.722119 0.144096
0.896806 0.500004
-0.408249 1.577433
4.661048 -1.646628
0.996988 -9.324131
-4.723224 18.716284
18.559200 23.322039
-62.640484 46.045737

0.003528 0.084463
0.127626 0.430939
0.126134 -0.627771
0.626431 -0.684208
-0.846595 -1.260091
4.930898 0.616673
2.587574 -8.924828
-5.825441 18.449601
17.834099 23.888512
-64.644570 47.401731

0.003873 0.085014
-0.429506 0.257594
0.648684 0.403430
-0.571624 -0.744703
0.975054 1.120198
4.208213 2.773231
4.099745 -8.252491
-6.907264 18.118695
17.092035 24.432331
-66.645508 48.755421

0.005051 0.085999
-0.171654 -0.253345
-0.480128 0.627609
-0.971068 0.370221
-1.636131 -0.193598
2.654040 4.401006
5.484327 -7.320731
-7.965066 17.725154
16.333717 24.952987
-68.643476 50.106943

0.006751 0.087702
0.283949 0.265106
-0.400118 -0.514082
-0.019837 1.087884
1.314954 -0.376554
0.595245 5.213642
6.694051 -6.152836
-8.995346 17.270747
15.559869 25.449992
-70.638638 51.456421

0.008617 0.090228
-0.321570 0.405804
0.691198 -0.135095
0.952186 0.369296
-1.294563 1.074358
-1.572844 5.107853
7.685781 -4.781690
-9.994738 16.757418
14.771232 25.922885
-72.631145 52.803969

0.010309 0.093525
-0.339018 -0.141399
0.033935 0.816720
0.515078 -0.759698
0.211804 -1.384654
-3.476263 4.151181
8.422822 -3.249049
-10.960019 16.187273
13.968560 26.371226
-74.621136 54.149691

0.011548 0.097418
0.312387 0.030938
-0.699893 -0.060012
-0.676164 -0.644575
-0.023188 1.611027
-4.819232 2.538494
